GEOID10,EDU_Z,ECON_Z,HOUSE_Z,TRANS_Z,HEALTH_Z,OPP_Z
53033000100,0.0993573071821561,-0.7064560707280878,0.35806745725515715,-0.05080243005467992,0.4267827291421444,0.02538979855933798
53033000200,-0.7417928143689119,-0.3947213927650722,0.39246789020398654,-0.08557079102980486,-0.2121038689293365,-0.20834419537782778
53033000300,-0.6533704221125778,0.3348732392256518,0.2602764394531502,0.016835034078284024,-0.18628497558209114,-0.04553413698751658
53033000401,-0.7284691008610346,-0.28118347802181554,-0.7866709536879685,0.14690847597369552,0.297644080267386,-0.2703541952659474
53033000402,-0.7284691008610346,0.07660525062001754,-0.1515984615586374,-0.11972816960411026,-0.5543152627468663,-0.2955011488301262
53033000500,-0.7284691008610346,0.5187463385791113,0.7704807680894652,-0.17810609733541485,0.09374165382799604,0.09527871246002463
53033000600,-0.863643275864715,0.06892738599410209,-0.4059376600472168,-0.03017894186449479,-0.4136812013304246,-0.3289027386225498
53033000700,-0.22131996331331694,0.004376212423114756,0.2743622555906878,-0.023631726514912986,0.3281135867562941,0.07238007298837335
53033000800,0.40810553265218447,-0.06012853328314787,0.7479819615220267,-0.09696898717370736,0.2531145682192387,0.25042090838731895
53033000900,0.4795765229075427,0.0754193753480797,0.421326769776757,-0.16602620245712224,0.4031126052933495,0.24268181417372134
53033001000,0.19551361513370152,-0.6673363671272281,0.34773631864269317,-0.028529438726796842,0.4781116238304049,0.06509915035055493
53033001100,-0.13311101674755174,0.38158642647268415,0.10742895435930343,1.1695689439118057e-4,0.4312372372447453,0.15745171164471447
53033001200,-0.7611552709164333,-0.49234456727467946,-1.0216067659199273,0.2677926970372274,0.3396911864466276,-0.33352454412543703
53033001300,-0.6259810959127532,-0.13778096080508753,0.5660698638895268,-0.03207000069463382,-0.03469891767795293,-0.05289222224018013
53033001400,0.519618273046814,0.20638222396143685,0.24813626202298208,-0.08770470136428027,-0.052437747792197675,0.166798861974951
53033001500,0.8780711263927066,-0.6918714844436703,0.265194467256208,-0.15307022843950813,0.36561309602482184,0.1327873953581116
53033001600,0.8780711263927066,-0.15852777878891414,-0.01403204563937716,-0.04926644082613083,0.27056489823700336,0.18536195187505755
53033001701,0.6361113607975175,-0.2879606980228769,-0.043440887858236354,0.025941923610517392,0.1604470755311611,0.09821975481161656
53033001702,0.6361113607975175,-0.052112956376107626,0.13838610536640525,-0.04607115220594279,0.1135726889455015,0.15797720930547476
53033001800,0.19223046641915012,0.4265769651148144,0.49717054374318465,0.13875720422135626,-0.2921319746329114,0.1925206409731188
53033001900,-0.029304419208929677,-0.6056859113645809,0.030797064846769782,0.03492670409528241,0.15936579504791945,-0.0819801533167078
53033002000,-0.16235411310828113,-0.1724261622578461,0.35868465615280526,0.026964177251865104,0.3281135867562941,0.07579642895896745
53033002100,0.2560554840691654,0.08066032768146184,0.5663784633383508,-0.058072254210707976,-0.36939737959345703,0.09512492825696262
53033002200,0.5875461383019372,1.0415468338793263,0.6149675789076593,-0.11315900282295899,0.4031126052933495,0.5068028307118627
53033002400,0.5875461383019372,0.19433543695386613,0.20197429949285564,0.06878467607744387,0.1687406723650514,0.24427624463823086
53033002500,0.6779946335253808,0.4552659113642724,0.01794364826999793,0.10035112435896787,0.4031126052933495,0.3309335845623937
53033002600,0.16243791955188833,0.1820368959310017,0.3289975171584162,0.05587334199166328,0.34686334139055797,0.21524180320470548
53033002700,0.07516302046429538,0.7551151073467564,0.13297211286357216,0.0491068513125242,0.29998895480489834,0.2624692093584093
53033002800,0.21835382835107645,0.8098807582550068,0.6885527024836352,0.11853969572306698,-0.012961621900327245,0.3644730725824916
53033002900,0.5692062737096225,0.11630325104836954,-0.25795080770708717,0.14018102748826083,0.22141031102797087,0.15783001111342732
53033003000,0.5471203486479885,0.21489662202589888,0.26468646151685427,0.009943537572150517,-0.908415145625519,0.02564636482747465
53033003100,0.6349001473754428,0.135051855390691,0.16876862002244233,-0.05827312548976248,0.1874664627170731,0.21358279200317734
53033003200,0.63013147149106985,0.140867263122859,0.21578291938200128,0.14270114212594195,0.25145892914440726,0.27618834505325585
53033003300,0.2487323737818474,-0.08029337127979688,0.41404531065921096,0.08026079712705533,0.22843769777458856,0.17823656161258108
53033003400,0.3068901515478969,0.6328176098146653,0.5383052853119589,0.2664776442583134,0.03391276468533238,0.3556806911236334
53033003500,0.8277741774229552,0.15926325906943625,0.12202910291154788,0.07052570010324824,0.4134748611411881,0.31861342012967514
53033003600,0.5656943295601932,0.7454598119842292,0.6167118968834043,0.15828555647907444,0.44998699187900915,0.5072277173571821
53033003800,0.6779946335253808,-0.19591148671906325,0.4458031178106298,0.10144247828937833,0.1687406723650514,0.23961388305427542
53033003900,0.9380142975404054,0.1388988382085992,0.21325872697659837,0.0154662067231311,0.46873674651327296,0.3548749631924014
53033004000,0.6967353046021102,-0.11536925131550313,0.2622500682439589,-0.023057141297790976,0.4781116238304049,0.25973412081263597
53033004100,0.42008116975303006,NA,0.6203362174007301,0.18034286850095807,-0.7769403790258925,NA
53033004200,0.7397930972779352,0.046962137914879944,0.12524004305601313,0.1639525629125213,0.33748846407342603,0.28268726104695513
53033004301,0.6596341758149664,-0.03261846593796797,-0.3841905493694065,0.3093520552374721,-0.1587624384708033,0.07868295545485215
53033004302,0.4691629342043876,-0.8522616544636765,-0.23229091095511598,0.9023563674810287,-0.14938756115367136,0.02751583502259048
53033004400,0.7642378115684736,-0.1641160666193697,-0.662029917186622,0.6135453342320003,0.44998699187900915,0.2003248307746983
53033004500,0.6752236568140534,0.9775750446818082,0.4949819417527798,0.2875414087537111,0.31873870943916216,0.5508121522883029
53033004600,0.5656943295601932,0.26150483172055106,0.3929822226186933,0.10780028922418332,0.46972412504397965,0.3595411596335201
53033004700,0.6773611479589284,0.27873598016580214,0.4130538761469499,0.31892895221539735,0.12627362121963462,0.3628707155413425
53033004800,0.6770146714354938,0.29947163447822933,0.9180624811731825,0.09824007572513949,0.4509743704097158,0.48875264664435214
53033004900,0.9435437250327171,0.5615878805112916,0.40734382012216064,0.24362095415977125,0.4124857006154227,0.5137164160882727
53033005000,0.6807840886383607,0.5856555178593402,0.5825171969004576,0.25927992293595714,0.2906140774877664,0.4797701607643764
53033005100,0.94107292192389,0.4562175434491006,0.5814228959052552,0.4079029109777481,0.29998895480489834,0.5373210454121784
53033005200,0.6773250042910548,0.3580992596473621,-0.12273666842750679,0.8618353040901088,0.31867372327254045,0.41863932457471187
53033005301,0.4691629342043876,-1.1920613346826814,-0.8310465399257422,1.0313120834659588,0.18679729272476453,-0.06716711284266252
53033005302,0.9501273048375287,-2.0743531783990914,0.3424758741906516,1.1176710792689217,0.28100098026645515,0.12338441203289316
53033005400,0.9435437250327171,1.1166101826884027,-0.2522016069240504,0.3853149645157363,0.032821531356219416,0.44521775933380503
53033005600,1.0125286760696979,-0.4593701382504055,0.2756622895517729,-0.008449883336884352,0.2624654812541285,0.21656728505766187
53033005700,1.0203991507257864,0.3529522794216872,-0.017499018182781063,0.07837612880381287,0.4780876595481628,0.38246324006333365
53033005801,1.0203991507257864,0.1254262362275135,-0.33207775422257646,0.08790612702982567,-0.24994527054473642,0.13034169784316252
53033005802,0.5267445816137613,-0.136828426815015,0.6857140835126878,0.07737331509511253,0.25309060393699656,0.28121883146870863
53033005900,0.6454487696595795,-0.014207457171901722,-1.2897382484476538,0.4138144178487039,-0.5691782494792907,-0.16277215351811258
53033006000,0.2550634583216263,0.8737142268394908,0.9516399822584811,0.3199927579623961,-0.3897302819943779,0.4021360286775233
53033006100,0.6865916434082571,1.0806168556955407,0.7385447184969701,0.3635359400351792,0.44998699187900915,0.6638552299029913
53033006200,0.6645818105211634,0.9905385903585044,-0.17528569492913906,0.2552153619667533,0.38436285065908565,0.42388258371527354
53033006300,0.6645818105211634,-0.027442270082857722,0.9067080052893928,0.18973649565985168,0.3281135867562941,0.41233952562876885
53033006400,-0.08350051278394394,0.6893874555705813,-0.18274006892967332,0.18635752676342734,0.215615058950711,0.16502389191422048
53033006500,-0.353903264599864,1.1788301115684907,0.106636926137572,0.648203398296424,0.4781116238304049,0.41157575904660554
53033006600,-0.40737050544739845,1.2056786069223886,0.856341753661445,1.053399279929969,0.44998699187900915,0.6316072253890826
